uid,nces_school_id,school,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude,School.1,Year.1,Date.1,Time.1,City.1,State.1,Killed.1,Injured.1,Longitude.1,Latitude.1,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude
198,172505002734,Mattoon High School,1725050.0,Mattoon CUSD 2,9/20/2017,2017-2018,2017,11:30 AM,Wednesday,Mattoon,Illinois,public,1047,0,1,1,targeted,14.0,m,w,student,0.0,,,,,,,,931.0,36.0,40,9.0,1.0,1.0,29.0,1,.40-caliber Ruger semiautomatic pistol,stepfather,39.474405,-88.386955,58.05,9,12,518,Coles County,17,17029,32.0,Mattoon High School,2017,9/20/2017,11:30 AM,Mattoon,Illinois,0,1,-88.386955,39.474405,Mattoon High School,2017,9/20/2017,11:30 AM,Mattoon,Illinois,0,1,-88.386955,39.474405,Mattoon High School,2017,9/20/2017,11:30 AM,Mattoon,Illinois,0,1,-88.386955,39.474405
199,262115008414,Pattengill Academy,2621150.0,Lansing Public School District,11/3/2017,2017-2018,2017,4:30 PM,Friday,Lansing,Michigan,public,506,0,1,1,accidental,21.0,m,b,,0.0,,,,,,,,135.0,180.0,125,11.0,4.0,0.0,51.0,0,handgun,puchased legally by shooter from Dicker & Deal,42.73889,-84.5243,27.84,4,6,393,Ingham County,26,26065,12.0,Pattengill Academy,2017,11/3/2017,4:30 PM,Lansing,Michigan,0,1,-84.5243,42.73889,Pattengill Academy,2017,11/3/2017,4:30 PM,Lansing,Michigan,0,1,-84.5243,42.73889,Pattengill Academy,2017,11/3/2017,4:30 PM,Lansing,Michigan,0,1,-84.5243,42.73889
200,130228000967,Benjamin Banneker High School,1302280.0,Fulton County,11/9/2017,2017-2018,2017,3:25 PM,Thursday,College Park,Georgia,public,1547,0,2,2,accidental,,,,,0.0,,,,,,,,6.0,1478.0,49,2.0,1.0,0.0,11.0,1,small-caliber handgun,,33.59297,-84.5176,106.9,9,12,1544,Fulton County,13,13121,21.0,Benjamin Banneker High School,2017,11/9/2017,3:25 PM,College Park,Georgia,0,2,-84.5176,33.59297,Benjamin Banneker High School,2017,11/9/2017,3:25 PM,College Park,Georgia,0,2,-84.5176,33.59297,Benjamin Banneker High School,2017,11/9/2017,3:25 PM,College Park,Georgia,0,2,-84.5176,33.59297
201,060978004178,Rancho Tehama Elementary School,609780.0,Corning Union Elementary,11/14/2017,2017-2018,2017,7:50 AM,Tuesday,Corning,California,public,101,0,2,2,targeted and indiscriminate,44.0,m,w,had beef with family of student at school,1.0,suicide,,,,,,,44.0,2.0,49,3.0,2.0,0.0,1.0,0,handmade AR-15-type rifle,contructed from parts legally purchased by shooter,40.015716,-122.398455,5.1,KG,5,84,Tehama County,6,6103,43.0,Rancho Tehama Elementary School,2017,11/14/2017,7:50 AM,Corning,California,0,2,-122.398455,40.015716,Rancho Tehama Elementary School,2017,11/14/2017,7:50 AM,Corning,California,0,2,-122.398455,40.015716,Rancho Tehama Elementary School,2017,11/14/2017,7:50 AM,Corning,California,0,2,-122.398455,40.015716
202,350015000135,Aztec High School,3500150.0,Aztec Municipal Schools,12/7/2017,2017-2018,2017,8:04 AM,Thursday,Aztec,New Mexico,public,905,2,0,2,indiscriminate,21.0,m,w,former student,1.0,suicide,,,,,,,495.0,7.0,225,2.0,170.0,2.0,4.0,0,9mm Glock,legally purchased by shooter,36.820644,-107.990379,52.5,9,12,432,San Juan County,35,35045,31.0,Aztec High School,2017,12/7/2017,8:04 AM,Aztec,New Mexico,2,0,-107.990379,36.820644,Aztec High School,2017,12/7/2017,8:04 AM,Aztec,New Mexico,2,0,-107.990379,36.820644,Aztec High School,2017,12/7/2017,8:04 AM,Aztec,New Mexico,2,0,-107.990379,36.820644
203,370192000956,High Point Central High School,3701920.0,Guilford County Schools,12/11/2017,2017-2018,2017,2:08 PM,Monday,High Point,North Carolina,public,1442,0,0,0,targeted,15.0,m,b,,0.0,,,,,,,,437.0,589.0,216,147.0,6.0,0.0,47.0,1,handgun,,35.95795,-80.0231,94.67,9,12,904,Guilford County,37,37081,12.0,High Point Central High School,2017,12/11/2017,2:08 PM,High Point,North Carolina,0,0,-80.0231,35.95795,High Point Central High School,2017,12/11/2017,2:08 PM,High Point,North Carolina,0,0,-80.0231,35.95795,High Point Central High School,2017,12/11/2017,2:08 PM,High Point,North Carolina,0,0,-80.0231,35.95795
205,220018802340,The NET Charter High School,2200188.0,Rsd-educators For Quality Alternatives,1/22/2018,2017-2018,2018,1:30 PM,Monday,New Orleans,Louisiana,public,172,0,0,0,targeted,,,,,0.0,,,,,,,,5.0,151.0,16,0.0,0.0,0.0,0.0,0,,,29.93996,-90.079691,19.94,9,12,,Orleans Parish,22,22071,11.0,The NET Charter High School,2018,1/22/2018,1:30 PM,New Orleans,Louisiana,0,0,-90.079691,29.93996,The NET Charter High School,2018,1/22/2018,1:30 PM,New Orleans,Louisiana,0,0,-90.079691,29.93996,The NET Charter High School,2018,1/22/2018,1:30 PM,New Orleans,Louisiana,0,0,-90.079691,29.93996
204,482445002740,Italy High School,4824450.0,Italy ISD,1/22/2018,2017-2018,2018,7:53 AM,Monday,Italy,Texas,public,288,0,1,1,targeted,16.0,m,w,student,0.0,,,,,,,,141.0,43.0,94,0.0,0.0,0.0,10.0,0,semi-automatic .380 caliber handgun,,32.181129,-96.878968,29.21,6,12,173,Ellis County,48,48139,42.0,Italy High School,2018,1/22/2018,7:53 AM,Italy,Texas,0,1,-96.878968,32.181129,Italy High School,2018,1/22/2018,7:53 AM,Italy,Texas,0,1,-96.878968,32.181129,Italy High School,2018,1/22/2018,7:53 AM,Italy,Texas,0,1,-96.878968,32.181129
206,210381000976,Marshall County High School,2103810.0,Marshall County,1/23/2018,2017-2018,2018,7:57 AM,Tuesday,Benton,Kentucky,public,1384,2,14,16,indiscriminate,15.0,m,w,student,0.0,,,,,,,,1353.0,1.0,14,2.0,3.0,0.0,11.0,1,handgun,stepfather's bedroom,36.912835,-88.332917,73.1,9,12,584,Marshall County,21,21157,42.0,Marshall County High School,2018,1/23/2018,7:57 AM,Benton,Kentucky,2,14,-88.332917,36.912835,Marshall County High School,2018,1/23/2018,7:57 AM,Benton,Kentucky,2,14,-88.332917,36.912835,Marshall County High School,2018,1/23/2018,7:57 AM,Benton,Kentucky,2,14,-88.332917,36.912835
207,010237000942,Murphy High School,102370.0,Mobile County,1/25/2018,2017-2018,2018,11:20 AM,Thursday,Mobile,Alabama,public,2100,0,0,0,targeted,16.0,m,b,student,0.0,,,,,,,,402.0,1565.0,62,42.0,3.0,2.0,24.0,1,revolver,stolen,30.6828,-88.0867,120.0,9,12,905,Mobile County,1,1097,12.0,Murphy High School,2018,1/25/2018,11:20 AM,Mobile,Alabama,0,0,-88.0867,30.6828,Murphy High School,2018,1/25/2018,11:20 AM,Mobile,Alabama,0,0,-88.0867,30.6828,Murphy High School,2018,1/25/2018,11:20 AM,Mobile,Alabama,0,0,-88.0867,30.6828
208,062271012483,Salvador B. Castro Middle School,622710.0,Los Angeles Unified,2/1/2018,2017-2018,2018,9:00 AM,Thursday,Los Angeles,California,public,345,0,5,5,accidental,12.0,f,,student,0.0,,,,,,,,2.0,8.0,311,21.0,0.0,0.0,3.0,0,semi-automatic handgun,,34.06169,-118.265,15.83,6,8,309,Los Angeles County,6,6037,11.0,Salvador B. Castro Middle School,2018,2/1/2018,9:00 AM,Los Angeles,California,0,5,-118.265,34.06169,Salvador B. Castro Middle School,2018,2/1/2018,9:00 AM,Los Angeles,California,0,5,-118.265,34.06169,Salvador B. Castro Middle School,2018,2/1/2018,9:00 AM,Los Angeles,California,0,5,-118.265,34.06169
209,120018002721,Marjory Stoneman Douglas High School,1200180.0,Broward,2/14/2018,2017-2018,2018,2:21 PM,Wednesday,Parkland,Florida,public,3158,17,17,34,indiscriminate,19.0,m,w,former student (expelled),0.0,,,,,,,,1871.0,364.0,623,210.0,17.0,2.0,71.0,1,Smith & Wesson M&P15,legally purchased by shooter,26.304483,-80.269365,129.0,9,12,710,Broward County,12,12011,21.0,Marjory Stoneman Douglas High School,2018,2/14/2018,2:21 PM,Parkland,Florida,17,17,-80.269365,26.304483,Marjory Stoneman Douglas High School,2018,2/14/2018,2:21 PM,Parkland,Florida,17,17,-80.269365,26.304483,Marjory Stoneman Douglas High School,2018,2/14/2018,2:21 PM,Parkland,Florida,17,17,-80.269365,26.304483
210,130162000786,Dalton High School,1301620.0,Dalton City,2/28/2018,2017-2018,2018,11:30 AM,Wednesday,Dalton,Georgia,public,1829,0,0,0,indiscriminate,53.0,m,w,teacher,0.0,,,,,,,,458.0,103.0,1192,36.0,2.0,0.0,38.0,1,.38-caliber snub-nosed revolver,,34.77972,-84.99053,101.7,9,12,1152,Whitfield County,13,13313,13.0,Dalton High School,2018,2/28/2018,11:30 AM,Dalton,Georgia,0,0,-84.99053,34.77972,Dalton High School,2018,2/28/2018,11:30 AM,Dalton,Georgia,0,0,-84.99053,34.77972,Dalton High School,2018,2/28/2018,11:30 AM,Dalton,Georgia,0,0,-84.99053,34.77972
211,010039000141,Huffman High School,100390.0,Birmingham City,3/7/2018,2017-2018,2018,3:45 PM,Wednesday,Birmingham,Alabama,public,1433,1,0,1,accidental,17.0,m,b,student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,pistol,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,Huffman High School,2018,3/7/2018,3:45 PM,Birmingham,Alabama,1,0,-86.682,33.61291,Huffman High School,2018,3/7/2018,3:45 PM,Birmingham,Alabama,1,0,-86.682,33.61291,Huffman High School,2018,3/7/2018,3:45 PM,Birmingham,Alabama,1,0,-86.682,33.61291
212,062553003843,Seaside High School,625530.0,Monterey Peninsula Unified,3/13/2018,2017-2018,2018,1:20 PM,Tuesday,Seaside,California,public,1059,0,3,3,accidental,,m,w,teacher,0.0,,,,,,,,113.0,79.0,680,107.0,1.0,35.0,44.0,0,Glock 21 .45-caliber handgun,department issued,36.62444,-121.838,52.75,9,12,736,Monterey County,6,6053,22.0,Seaside High School,2018,3/13/2018,1:20 PM,Seaside,California,0,3,-121.838,36.62444,Seaside High School,2018,3/13/2018,1:20 PM,Seaside,California,0,3,-121.838,36.62444,Seaside High School,2018,3/13/2018,1:20 PM,Seaside,California,0,3,-121.838,36.62444
213,301854000824,Big Sky High School,3018540.0,Missoula H S,3/16/2018,2017-2018,2018,12:45 PM,Friday,Missoula,Montana,public,1075,0,0,0,targeted,,m,,resource officer,0.0,,,,,,,,903.0,17.0,58,21.0,70.0,6.0,0.0,1,pistol,department issued,46.850867,-114.057737,68.29,9,12,405,Missoula County,30,30063,13.0,Big Sky High School,2018,3/16/2018,12:45 PM,Missoula,Montana,0,0,-114.057737,46.850867,Big Sky High School,2018,3/16/2018,12:45 PM,Missoula,Montana,0,0,-114.057737,46.850867,Big Sky High School,2018,3/16/2018,12:45 PM,Missoula,Montana,0,0,-114.057737,46.850867
214,510300001245,Douglass Park Elementary School,5103000.0,Portsmouth City Pblc Schs,3/19/2018,2017-2018,2018,4:23 PM,Monday,Portsmouth,Virginia,public,761,0,1,1,unclear,,,,,0.0,,,,,,,,5.0,738.0,8,2.0,1.0,0.0,7.0,0,,,36.81828,-76.3393,44.0,KG,6,758,Portsmouth City,51,51740,13.0,Douglass Park Elementary School,2018,3/19/2018,4:23 PM,Portsmouth,Virginia,0,1,-76.3393,36.81828,Douglass Park Elementary School,2018,3/19/2018,4:23 PM,Portsmouth,Virginia,0,1,-76.3393,36.81828,Douglass Park Elementary School,2018,3/19/2018,4:23 PM,Portsmouth,Virginia,0,1,-76.3393,36.81828
215,240060001224,Great Mills High School,2400600.0,St. Mary's County Public Schools,3/20/2018,2017-2018,2018,7:55 AM,Tuesday,Great Mills,Maryland,public,1535,1,1,2,targeted,17.0,m,w,student,1.0,suicide,,,,,,,657.0,577.0,121,76.0,4.0,1.0,99.0,1,Glock semi-automatic handgun,father,38.24743,-76.4875,86.3,9,12,554,St. Mary's County,24,24037,23.0,Great Mills High School,2018,3/20/2018,7:55 AM,Great Mills,Maryland,1,1,-76.4875,38.24743,Great Mills High School,2018,3/20/2018,7:55 AM,Great Mills,Maryland,1,1,-76.4875,38.24743,Great Mills High School,2018,3/20/2018,7:55 AM,Great Mills,Maryland,1,1,-76.4875,38.24743
277,280456001097,Eupora High School,2804560.0,Webster Co School Dist,3/28/2018,2017-2018,2018,2:40 PM,Wednesday,Europa,Mississippi,public,472,0,0,0,indiscriminate,20.0,m,w,,,,,,,,,,310.0,142.0,4,0.0,0.0,0.0,16.0,0,9mm handgun,,33.543141,-89.274143,26.59,6,12,313,Webster County,28,28155,43.0,Eupora High School,2018,3/28/2018,2:40 PM,Europa,Mississippi,0,0,-89.274143,33.543141,Eupora High School,2018,3/28/2018,2:40 PM,Europa,Mississippi,0,0,-89.274143,33.543141,Eupora High School,2018,3/28/2018,2:40 PM,Europa,Mississippi,0,0,-89.274143,33.543141
278,261962005629,Jackson High School,2619620.0,Jackson Public Schools,4/19/2018,2017-2018,2018,1:44 PM,Thursday,Jackson,Michigan,public,1139,0,0,0,unclear,,,,,,,,,,,,,577.0,342.0,75,33.0,3.0,2.0,107.0,0,handgun,,42.2499,-84.4185,56.04,9,12,693,Jackson County,26,26075,13.0,Jackson High School,2018,4/19/2018,1:44 PM,Jackson,Michigan,0,0,-84.4185,42.2499,Jackson High School,2018,4/19/2018,1:44 PM,Jackson,Michigan,0,0,-84.4185,42.2499,Jackson High School,2018,4/19/2018,1:44 PM,Jackson,Michigan,0,0,-84.4185,42.2499
216,120126001271,Forest High School,1201260.0,Marion,4/20/2018,2017-2018,2018,8:39 AM,Friday,Ocala,Florida,public,2181,0,1,1,indiscriminate,19.0,m,,former student,0.0,,,,,,,,1396.0,336.0,298,24.0,16.0,2.0,109.0,1,shotgun,,29.14362,-82.066682,101.0,9,12,1048,Marion County,12,12083,22.0,Forest High School,2018,4/20/2018,8:39 AM,Ocala,Florida,0,1,-82.066682,29.14362,Forest High School,2018,4/20/2018,8:39 AM,Ocala,Florida,0,1,-82.066682,29.14362,Forest High School,2018,4/20/2018,8:39 AM,Ocala,Florida,0,1,-82.066682,29.14362
279,130012001865,Benjamin Elijah Mays High School,1300120.0,Atlanta Public Schools,4/23/2018,2017-2018,2018,1:00 PM,Monday,Atlanta,Georgia,public,1256,0,0,0,targeted,19.0,m,b,,,,,,,,,,2.0,1166.0,80,0.0,2.0,0.0,6.0,0,,,33.7339,-84.5038,85.7,9,12,987,Fulton County,13,13121,11.0,Benjamin Elijah Mays High School,2018,4/23/2018,1:00 PM,Atlanta,Georgia,0,0,-84.5038,33.7339,Benjamin Elijah Mays High School,2018,4/23/2018,1:00 PM,Atlanta,Georgia,0,0,-84.5038,33.7339,Benjamin Elijah Mays High School,2018,4/23/2018,1:00 PM,Atlanta,Georgia,0,0,-84.5038,33.7339
305,350006000063,Highland High School,3500060.0,Albuquerque Public Schools,4/25/2018,2017-2018,2018,2:30 PM,Wednesday,Albuquerque,New Mexico,public,1163,0,1,1,targeted,,m,h,father of student,0.0,,,,,,,,98.0,100.0,818,21.0,86.0,2.0,38.0,0,handgun,owner's gun,35.074841,-106.592413,80.19,9,12,1161,Bernalillo County,35,35001,11.0,Highland High School,2018,4/25/2018,2:30 PM,Albuquerque,New Mexico,0,1,-106.592413,35.074841,Highland High School,2018,4/25/2018,2:30 PM,Albuquerque,New Mexico,0,1,-106.592413,35.074841,Highland High School,2018,4/25/2018,2:30 PM,Albuquerque,New Mexico,0,1,-106.592413,35.074841
218,060282009515,Highland High School,602820.0,Antelope Valley Union High,5/11/2018,2017-2018,2018,7:05 AM,Friday,Palmdale,California,public,2931,0,1,1,targeted,14.0,m,,student,0.0,,,,,,,,462.0,453.0,1742,159.0,19.0,5.0,91.0,0,rifle,,34.591755,-118.175561,126.42,9,12,1717,Los Angeles County,6,6037,21.0,Highland High School,2018,5/11/2018,7:05 AM,Palmdale,California,0,1,-118.175561,34.591755,Highland High School,2018,5/11/2018,7:05 AM,Palmdale,California,0,1,-118.175561,34.591755,Highland High School,2018,5/11/2018,7:05 AM,Palmdale,California,0,1,-118.175561,34.591755
219,171233001481,Dixon High School,1712330.0,Dixon USD 170,5/16/2018,2017-2018,2018,8:00 AM,Wednesday,Dixon,Illinois,public,803,0,0,0,targeted,19.0,m,w,student,0.0,,,,,,,,650.0,24.0,51,17.0,1.0,0.0,60.0,1,rifle,mother,41.847128,-89.488508,40.6,9,12,347,Lee County,17,17103,32.0,Dixon High School,2018,5/16/2018,8:00 AM,Dixon,Illinois,0,0,-89.488508,41.847128,Dixon High School,2018,5/16/2018,8:00 AM,Dixon,Illinois,0,0,-89.488508,41.847128,Dixon High School,2018,5/16/2018,8:00 AM,Dixon,Illinois,0,0,-89.488508,41.847128
220,483927004473,Santa Fe High School,4839270.0,Santa Fe ISD,5/18/2018,2017-2018,2018,7:30 AM,Friday,Santa Fe,Texas,public,1462,10,13,23,indiscriminate,17.0,m,w,student,0.0,,,,,,,,1136.0,10.0,278,8.0,9.0,1.0,20.0,1,Remington 870 shotgun and a .38-caliber revolver,,29.393257,-95.143149,83.38,9,12,287,Galveston County,48,48167,22.0,Santa Fe High School,2018,5/18/2018,7:30 AM,Santa Fe,Texas,10,13,-95.143149,29.393257,Santa Fe High School,2018,5/18/2018,7:30 AM,Santa Fe,Texas,10,13,-95.143149,29.393257,Santa Fe High School,2018,5/18/2018,7:30 AM,Santa Fe,Texas,10,13,-95.143149,29.393257
221,180765000639,Noblesville West Middle School,1807650.0,Noblesville Schools,5/25/2018,2017-2018,2018,9:06 AM,Friday,Noblesville,Indiana,public,1354,0,2,2,targeted,13.0,m,,student,0.0,,,,,,,,1179.0,28.0,82,22.0,0.0,1.0,42.0,1,".22 caliber gun, .45 caliber gun",,40.07825,-86.029001,64.0,6,8,268,Hamilton County,18,18057,21.0,Noblesville West Middle School,2018,5/25/2018,9:06 AM,Noblesville,Indiana,0,2,-86.029001,40.07825,Noblesville West Middle School,2018,5/25/2018,9:06 AM,Noblesville,Indiana,0,2,-86.029001,40.07825,Noblesville West Middle School,2018,5/25/2018,9:06 AM,Noblesville,Indiana,0,2,-86.029001,40.07825
222,370297003466,Villa Heights Elementary School,3702970.0,Charlotte-Mecklenburg Schools,8/30/2018,2018-2019,2018,7:30 AM,Thursday,Charlotte,North Carolina,public,100,0,0,0,targeted,34.0,m,b,former boyfriend of student's mother,0.0,,,,,,,,24.0,73.0,15,6.0,0.0,0.0,4.0,0,.45 caliber pistol,stolen,35.236843,-80.812768,9.63,KG,5,119,Mecklenburg County,37,37119,11.0,Villa Heights Elementary School,2018,8/30/2018,7:30 AM,Charlotte,North Carolina,0,0,-80.812768,35.236843,Villa Heights Elementary School,2018,8/30/2018,7:30 AM,Charlotte,North Carolina,0,0,-80.812768,35.236843,Villa Heights Elementary School,2018,8/30/2018,7:30 AM,Charlotte,North Carolina,0,0,-80.812768,35.236843
223,320006000567,Canyon Springs High School,3200060.0,Clark County School District,9/11/2018,2018-2019,2018,2:35 PM,Tuesday,North Las Vegas,Nevada,public,2887,1,0,1,targeted,16.0,m,b,student,0.0,,,,,,,,154.0,793.0,1757,56.0,4.0,18.0,105.0,1,,,36.233566,-115.135695,115.0,9,12,2321,Clark County,32,32003,21.0,Canyon Springs High School,2018,9/11/2018,2:35 PM,North Las Vegas,Nevada,1,0,-115.135695,36.233566,Canyon Springs High School,2018,9/11/2018,2:35 PM,North Las Vegas,Nevada,1,0,-115.135695,36.233566,Canyon Springs High School,2018,9/11/2018,2:35 PM,North Las Vegas,Nevada,1,0,-115.135695,36.233566
280,370297003363,Lawrence Orr Elementary School,3702970.0,Charlotte-Mecklenburg Schools,9/24/2018,2018-2019,2018,9:00 AM,Monday,Charlotte,North Carolina,public,860,0,0,0,targeted,24.0,m,b,,,,,,,,,,27.0,292.0,423,92.0,0.0,1.0,25.0,0,,,35.225991,-80.743914,45.27,PK,5,857,Mecklenburg County,37,37119,11.0,Lawrence Orr Elementary School,2018,9/24/2018,9:00 AM,Charlotte,North Carolina,0,0,-80.743914,35.225991,Lawrence Orr Elementary School,2018,9/24/2018,9:00 AM,Charlotte,North Carolina,0,0,-80.743914,35.225991,Lawrence Orr Elementary School,2018,9/24/2018,9:00 AM,Charlotte,North Carolina,0,0,-80.743914,35.225991
224,020018000072,Denali Montessori Elementary School,200180.0,Anchorage School District,10/3/2018,2018-2019,2018,10:00 AM,Wednesday,Anchorage,Alaska,public,429,0,1,1,targeted,26.0,m,b,boyfriend of parent,0.0,,,,,,,,192.0,22.0,50,31.0,44.0,27.0,63.0,0,Sig Sauer .40 caliber handgun,,61.213281,-149.881113,26.7,PK,6,178,Anchorage Municipality,2,2020,11.0,Denali Montessori Elementary School,2018,10/3/2018,10:00 AM,Anchorage,Alaska,0,1,-149.881113,61.213281,Denali Montessori Elementary School,2018,10/3/2018,10:00 AM,Anchorage,Alaska,0,1,-149.881113,61.213281,Denali Montessori Elementary School,2018,10/3/2018,10:00 AM,Anchorage,Alaska,0,1,-149.881113,61.213281
225,645876,Battle Creek Academy,,,10/12/2018,2018-2019,2018,1:00 PM,Friday,Battle Creek,Michigan,private,111,0,0,0,unclear,,,,,,,,,,,,,53.0,17.0,9,26.0,0.0,0.0,6.0,0,,,42.33419,-85.207497,9.9,KG,12,,Calhoun County,26,26025,13.0,Battle Creek Academy,2018,10/12/2018,1:00 PM,Battle Creek,Michigan,0,0,-85.207497,42.33419,Battle Creek Academy,2018,10/12/2018,1:00 PM,Battle Creek,Michigan,0,0,-85.207497,42.33419,Battle Creek Academy,2018,10/12/2018,1:00 PM,Battle Creek,Michigan,0,0,-85.207497,42.33419
226,090045001161,Paul Laurence Dunbar School,900450.0,Bridgeport School District,10/22/2018,2018-2019,2018,8:15 AM,Monday,Bridgeport,Connecticut,public,416,0,0,0,targeted,18.0,m,,,,,,,,,,,15.0,139.0,186,2.0,2.0,0.0,14.0,0,handgun,,41.177547,-73.164585,24.0,PK,8,377,Fairfield County,9,9001,12.0,Paul Laurence Dunbar School,2018,10/22/2018,8:15 AM,Bridgeport,Connecticut,0,0,-73.164585,41.177547,Paul Laurence Dunbar School,2018,10/22/2018,8:15 AM,Bridgeport,Connecticut,0,0,-73.164585,41.177547,Paul Laurence Dunbar School,2018,10/22/2018,8:15 AM,Bridgeport,Connecticut,0,0,-73.164585,41.177547
227,370297002324,Butler High School,3702970.0,Charlotte-Mecklenburg Schools,10/29/2018,2018-2019,2018,7:00 AM,Monday,Matthews,North Carolina,public,2133,1,0,1,targeted,16.0,m,b,student,0.0,,,,,,,,860.0,681.0,410,86.0,9.0,1.0,86.0,1,.380 pistol,stolen,35.1203,-80.6916,114.21,9,12,876,Mecklenburg County,37,37119,21.0,Butler High School,2018,10/29/2018,7:00 AM,Matthews,North Carolina,1,0,-80.6916,35.1203,Butler High School,2018,10/29/2018,7:00 AM,Matthews,North Carolina,1,0,-80.6916,35.1203,Butler High School,2018,10/29/2018,7:00 AM,Matthews,North Carolina,1,0,-80.6916,35.1203
228,510300001257,Simonsdale Elementary School,5103000.0,Portsmouth City Pblc Schs,11/20/2018,2018-2019,2018,3:45 PM,Tuesday,Portsmouth,Virginia,public,702,0,1,1,accidental,29.0,m,b,parent of student,0.0,,,,,,,,432.0,217.0,24,6.0,0.0,1.0,22.0,0,handgun,,36.82682,-76.36628,41.0,KG,5,351,Portsmouth City,51,51740,13.0,Simonsdale Elementary School,2018,11/20/2018,3:45 PM,Portsmouth,Virginia,0,1,-76.36628,36.82682,Simonsdale Elementary School,2018,11/20/2018,3:45 PM,Portsmouth,Virginia,0,1,-76.36628,36.82682,Simonsdale Elementary School,2018,11/20/2018,3:45 PM,Portsmouth,Virginia,0,1,-76.36628,36.82682
229,180951001555,Dennis Intermediate School,1809510.0,Richmond Community Schools,12/13/2018,2018-2019,2018,8:00 AM,Thursday,Richmond,Indiana,public,647,0,0,0,indiscriminate,14.0,m,,student,1.0,suicide,,,,,,,454.0,48.0,64,2.0,0.0,0.0,79.0,1,handgun and a rifle,,39.832,-84.9114,59.5,5,8,527,Wayne County,18,18177,32.0,Dennis Intermediate School,2018,12/13/2018,8:00 AM,Richmond,Indiana,0,0,-84.9114,39.832,Dennis Intermediate School,2018,12/13/2018,8:00 AM,Richmond,Indiana,0,0,-84.9114,39.832,Dennis Intermediate School,2018,12/13/2018,8:00 AM,Richmond,Indiana,0,0,-84.9114,39.832
230,410204000621,Cascade Middle School,4102040.0,Bethel Sd 52,1/11/2019,2018-2019,2019,10:30 AM,Friday,Eugene,Oregon,public,336,0,0,0,targeted,30.0,m,,father of student,1.0,police shooting,,,,,,,224.0,1.0,79,6.0,7.0,3.0,16.0,1,handgun,,44.0788,-123.1667,16.6,6,8,248,Lane County,41,41039,12.0,Cascade Middle School,2019,1/11/2019,10:30 AM,Eugene,Oregon,0,0,-123.1667,44.0788,Cascade Middle School,2019,1/11/2019,10:30 AM,Eugene,Oregon,0,0,-123.1667,44.0788,Cascade Middle School,2019,1/11/2019,10:30 AM,Eugene,Oregon,0,0,-123.1667,44.0788
281,272124004557,North High School,2721240.0,Minneapolis Public School District,1/16/2019,2018-2019,2019,12:30 PM,Wednesday,Minneapolis,Minnesota,public,382,0,0,0,unclear,,,,,,,,,,,,,6.0,339.0,15,6.0,7.0,1.0,8.0,0,,,44.994017,-93.300234,49.28,9,12,276,Hennepin County,27,27053,11.0,North High School,2019,1/16/2019,12:30 PM,Minneapolis,Minnesota,0,0,-93.300234,44.994017,North High School,2019,1/16/2019,12:30 PM,Minneapolis,Minnesota,0,0,-93.300234,44.994017,North High School,2019,1/16/2019,12:30 PM,Minneapolis,Minnesota,0,0,-93.300234,44.994017
231,240009000209,Frederick Douglass High School,2400090.0,Baltimore City Public Schools,2/8/2019,2018-2019,2019,12:00 PM,Friday,Baltimore,Maryland,public,877,0,1,1,targeted,25.0,m,,brother of student,0.0,,,,,,,,8.0,864.0,2,0.0,3.0,0.0,0.0,0,Smith and Wesson .40 caliber gun,,39.3148,-76.6549,62.0,9,12,,Baltimore City,24,24510,11.0,Frederick Douglass High School,2019,2/8/2019,12:00 PM,Baltimore,Maryland,0,1,-76.6549,39.3148,Frederick Douglass High School,2019,2/8/2019,12:00 PM,Baltimore,Maryland,0,1,-76.6549,39.3148,Frederick Douglass High School,2019,2/8/2019,12:00 PM,Baltimore,Maryland,0,1,-76.6549,39.3148
232,350001001024,V. Sue Cleveland High School,3500010.0,Rio Rancho Public Schools,2/14/2019,2018-2019,2019,7:15 AM,Thursday,Rio Rancho,New Mexico,public,2404,0,0,0,targeted and indiscriminate,16.0,m,,student,0.0,,,,,,,,795.0,63.0,1284,35.0,97.0,2.0,128.0,0,.45 caliber handgun,,35.312773,-106.641929,123.06,9,12,750,Sandoval County,35,35043,41.0,V. Sue Cleveland High School,2019,2/14/2019,7:15 AM,Rio Rancho,New Mexico,0,0,-106.641929,35.312773,V. Sue Cleveland High School,2019,2/14/2019,7:15 AM,Rio Rancho,New Mexico,0,0,-106.641929,35.312773,V. Sue Cleveland High School,2019,2/14/2019,7:15 AM,Rio Rancho,New Mexico,0,0,-106.641929,35.312773
